variable_id,variable_name,css_name,source,rule_id,selector,property,value,important,conditions,page_candidates,native_style,component_candidates,status,candidate_mapping_status,native_style_id
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-2a01aab981da,.banner-card-2.mobile,background-color,var(--bijela),False,"[""screen and (max-width: 991px)""]","[""/""]","[{""id"": ""56ae43c9-7ef2-332e-0823-017bd0b55f95"", ""name"": ""mobile"", ""isComboClass"": true}]",[],extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-659df9777658,.container-wrapper-4,background-image,"linear-gradient(180deg, var(--tamana-call), #117996)",False,"[""screen and (max-width: 991px)""]","[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""b1559687-d937-10db-df32-9aea39ac7ae2"", ""name"": ""Container Wrapper 4"", ""isComboClass"": false}]","[{""id"": ""9451505b-5015-c534-40e8-5413c82b759b"", ""name"": ""Zaglavlje detaljna""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-b1b8b84bfcaf,.cijena:hover,color,var(--tamana-call),False,"[""screen and (max-width: 991px)""]","[""/informazioni/listino-prezzi"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti""]",[],[],extracted,derived,
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-23bce88e9974,.home-service-card-hp,border-radius,var(--zakrivljenost),False,"[""screen and (max-width: 991px)""]","[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""41d6e746-c5aa-82ea-5572-40575c7ada6d"", ""name"": ""Home Service Card HP"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}]",extracted,derived,
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-23bce88e9974,.home-service-card-hp,background-color,var(--bijela),False,"[""screen and (max-width: 991px)""]","[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""41d6e746-c5aa-82ea-5572-40575c7ada6d"", ""name"": ""Home Service Card HP"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-4ffd844a78b1,.teaser-copy-wrap,border-left-color,var(--tamana-call),False,"[""screen and (max-width: 767px)""]","[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""b47f39b8-b9d8-5e09-e67c-1a8e34eb5a20"", ""name"": ""teaser-copy-wrap"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-9ad16e6b50d7,.container-wrapper.without-lines,background-image,"linear-gradient(180deg, var(--tamana-call), #22738e 62%)",False,"[""screen and (max-width: 479px)""]","[""/""]","[{""id"": ""e8863cdf-391c-fee7-9f1f-6d40e11b59fd"", ""name"": ""Without Lines"", ""isComboClass"": true}]",[],extracted,derived,
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-438ad6c8a2c4,.gumb-upit,border-radius,var(--zakrivljenost),False,"[""screen and (max-width: 479px)""]","[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""438b381f-e438-e2d8-5f35-a7a91491adb5"", ""name"": ""Gumb upit"", ""isComboClass"": false}]","[{""id"": ""82b2ce1d-fc74-8408-a46c-893c2f6ef824"", ""name"": ""navigacija""}, {""id"": ""1b710e68-38ef-1a3b-db46-5efe98f74ee5"", ""name"": ""Fiksni kontakti mobile""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-38c9db7a77aa,.gumb-vise,background-color,var(--tamana-call),False,"[""screen and (max-width: 479px)""]","[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""696a51c4-dafc-9145-bbed-cbdc5cbc67bb"", ""name"": ""Gumb-vise"", ""isComboClass"": false}]","[{""id"": ""a6383e85-b972-e425-5602-e5554d54c939"", ""name"": ""banner-card""}, {""id"": ""587b085b-0eb5-6f0e-763d-212fecd904e0"", ""name"": ""Section Benvenuti""}, {""id"": ""c5b4d3d6-9300-613f-7c22-f4b3d5b0c351"", ""name"": ""Section Testimonianze""}, {""id"": ""4e75e80f-18e3-7eb0-519d-3b33dc5a3c5c"", ""name"": ""Section Informazioni""}, {""id"": ""2218f1d9-b81b-56c5-3884-620b224831a9"", ""name"": ""Section FAQ""}, {""id"": ""b3f8e1d2-757e-d6a0-6dbb-b11ab1a23dc2"", ""name"": ""Section Contatti""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-fcfd44b7b783,.teaser-copy-wrap,border-left-color,var(--tamana-call),False,"[""screen and (max-width: 479px)""]","[""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/""]","[{""id"": ""b47f39b8-b9d8-5e09-e67c-1a8e34eb5a20"", ""name"": ""teaser-copy-wrap"", ""isComboClass"": false}]","[{""id"": ""48eb149b-bbbd-805c-69ed-1266a634337f"", ""name"": ""Section Tradizione""}, {""id"": ""1d728e57-fa68-61c7-a4b3-55aca79d3e43"", ""name"": ""Directory cards - Home layout""}, {""id"": ""32a193c4-2226-c41d-04a5-7c80a45fc9bd"", ""name"": ""Directory cards - Su di noi""}, {""id"": ""189b6a3e-5614-be7c-f080-f6f0e377e820"", ""name"": ""Directory cards - Su di noi 2""}, {""id"": ""a48c8fee-76f0-7240-0500-30f49cec6908"", ""name"": ""Directory cards - Informazioni""}, {""id"": ""ddb95103-2171-39b2-bd7f-9df9bbf9b63c"", ""name"": ""Directory cards - Informazioni 2""}]",extracted,derived,
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-c52f40b343ba,.large-paragraph-3.accordion-text,color,var(--crna),False,"[""screen and (max-width: 479px)""]","[""/faq"", ""/""]","[{""id"": ""571b4f22-06fa-4499-f6d0-cb8f5ffe0c89"", ""name"": ""Accordion Text"", ""isComboClass"": true}]","[{""id"": ""2218f1d9-b81b-56c5-3884-620b224831a9"", ""name"": ""Section FAQ""}]",extracted,derived,
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-b6c5208036b3,.banner-card-2.mobile,border-left-color,var(--tamana-call),False,"[""screen and (max-width: 479px)""]","[""/""]","[{""id"": ""56ae43c9-7ef2-332e-0823-017bd0b55f95"", ""name"": ""mobile"", ""isComboClass"": true}]",[],extracted,derived,
variable-c91afa07-c094-dcd9-4b58-ef280f217e72,Siva crta transparent,--siva-crta-transparent,raw/mcp/styles-detail.json,,.navbar,border-bottom-color,"{""id"": ""variable-c91afa07-c094-dcd9-4b58-ef280f217e72""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f1f6
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/mcp/styles-detail.json,,.navbar,background-color,"{""id"": ""variable-42628c23-e7e6-e965-dc67-74f46506df43""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f1f6
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/mcp/styles-detail.json,,.div-block-3,color,"{""id"": ""variable-7871740f-ec68-7438-41c4-7e0c36e94c3b""}",,base,,,,extracted,,0eabc2d2-b94d-6f0e-3542-8df1367f08ec
variable-096e3c41-aba9-e979-277d-482de4374333,Transparent,--transparent,raw/mcp/styles-detail.json,,.div-block-11,background-image,"{""id"": ""variable-096e3c41-aba9-e979-277d-482de4374333""}",,base,,,,extracted,,d4bdd89f-f1f9-f8d0-1147-03f90b5aa38c
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.link-breadcrumb,color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,357ef9c7-c1e0-00f0-3536-7b97c9e84b20
variable-096e3c41-aba9-e979-277d-482de4374333,Transparent,--transparent,raw/mcp/styles-detail.json,,.values-block.no-round,background-color,"{""id"": ""variable-096e3c41-aba9-e979-277d-482de4374333""}",,base,,,,extracted,,b715a3d7-25ad-f042-7f2d-dfbc46e919de
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/mcp/styles-detail.json,,.textarea,background-color,"{""id"": ""variable-42628c23-e7e6-e965-dc67-74f46506df43""}",,base,,,,extracted,,153a5580-4675-cace-a016-8a722aa23d0f
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/mcp/styles-detail.json,,.nav-dropdown-link-line,background-color,"{""id"": ""variable-636803fe-8821-1ae5-1950-9634a6a61fbc""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f1f7
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.nav-dropdown-toggle,border-top-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f24e
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.nav-dropdown-toggle,border-top-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f24e
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.nav-dropdown-toggle,border-bottom-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f24e
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.nav-dropdown-toggle,border-bottom-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f24e
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/mcp/styles-detail.json,,.nav-dropdown-toggle,color,"{""id"": ""variable-7871740f-ec68-7438-41c4-7e0c36e94c3b""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f24e
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.foto-osoblje,border-top-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,486018b6-0a3c-4936-e7bb-d29370e4a61a
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.foto-osoblje,border-top-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,486018b6-0a3c-4936-e7bb-d29370e4a61a
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.foto-osoblje,border-bottom-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,486018b6-0a3c-4936-e7bb-d29370e4a61a
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.foto-osoblje,border-bottom-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,486018b6-0a3c-4936-e7bb-d29370e4a61a
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/mcp/styles-detail.json,,.no-margin,color,"{""id"": ""variable-7871740f-ec68-7438-41c4-7e0c36e94c3b""}",,base,,,,extracted,,ac68e924-9e2e-f62a-5f5f-1e7f40b69431
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/mcp/styles-detail.json,,.container-wrapper-3.contatti,border-bottom-color,"{""id"": ""variable-636803fe-8821-1ae5-1950-9634a6a61fbc""}",,base,,,,extracted,,0f3b9f41-cf3f-9d80-2c8b-0cfa5a3d5140
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/mcp/styles-detail.json,,.container-wrapper-3.contatti,border-left-color,"{""id"": ""variable-636803fe-8821-1ae5-1950-9634a6a61fbc""}",,base,,,,extracted,,0f3b9f41-cf3f-9d80-2c8b-0cfa5a3d5140
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.container-wrapper-3.contatti,border-top-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,0f3b9f41-cf3f-9d80-2c8b-0cfa5a3d5140
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.container-wrapper-3.contatti,border-top-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,0f3b9f41-cf3f-9d80-2c8b-0cfa5a3d5140
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.container-wrapper-3.contatti,border-bottom-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,0f3b9f41-cf3f-9d80-2c8b-0cfa5a3d5140
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.container-wrapper-3.contatti,border-bottom-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,0f3b9f41-cf3f-9d80-2c8b-0cfa5a3d5140
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.banner-section,background-color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,e6e85a02-c3d6-08eb-5df3-a2c1c099f1e9
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/mcp/styles-detail.json,,.live-icon-chat,background-color,"{""id"": ""variable-636803fe-8821-1ae5-1950-9634a6a61fbc""}",,base,,,,extracted,,83f2cc56-3a29-3903-e59c-0711f389e2cc
variable-096e3c41-aba9-e979-277d-482de4374333,Transparent,--transparent,raw/mcp/styles-detail.json,,.testi,background-image,"{""id"": ""variable-096e3c41-aba9-e979-277d-482de4374333""}",,base,,,,extracted,,8ac58a18-28f1-2e66-7f6a-0c106994c7c1
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/mcp/styles-detail.json,,.huge-paragraph.bijeli,color,"{""id"": ""variable-42628c23-e7e6-e965-dc67-74f46506df43""}",,base,,,,extracted,,47f118d1-0820-78d4-c479-e2d6d7aeca90
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.link,color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,1aa80a7d-bd9c-d76a-3fd4-dcb567b36efe
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.teaser-copy,border-top-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,b47f39b8-b9d8-5e09-e67c-1a8e34eb5a1b
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.teaser-copy,border-top-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,b47f39b8-b9d8-5e09-e67c-1a8e34eb5a1b
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.teaser-copy,border-bottom-left-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,b47f39b8-b9d8-5e09-e67c-1a8e34eb5a1b
variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8,zakrivljenost,--zakrivljenost,raw/mcp/styles-detail.json,,.teaser-copy,border-bottom-right-radius,"{""id"": ""variable-a1b95303-e2d2-d513-3d9a-c4726e49c0d8""}",,base,,,,extracted,,b47f39b8-b9d8-5e09-e67c-1a8e34eb5a1b
variable-dbdd3ccf-b77c-6a3e-60b2-7e92aed7de59,siva-crta,--siva-crta,raw/mcp/styles-detail.json,,.link-block-2,border-bottom-color,"{""id"": ""variable-dbdd3ccf-b77c-6a3e-60b2-7e92aed7de59""}",,base,,,,extracted,,f8fe9f49-a331-9263-c011-8df023718a3d
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/mcp/styles-detail.json,,.link-block-2,color,"{""id"": ""variable-7871740f-ec68-7438-41c4-7e0c36e94c3b""}",,base,,,,extracted,,f8fe9f49-a331-9263-c011-8df023718a3d
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/mcp/styles-detail.json,,.text-block-12,color,"{""id"": ""variable-42628c23-e7e6-e965-dc67-74f46506df43""}",,base,,,,extracted,,9e5c2c31-9b76-acd6-6d33-1681ce27d05d
variable-7871740f-ec68-7438-41c4-7e0c36e94c3b,Crna,--crna,raw/mcp/styles-detail.json,,.accordion-title,color,"{""id"": ""variable-7871740f-ec68-7438-41c4-7e0c36e94c3b""}",,base,,,,extracted,,571b4f22-06fa-4499-f6d0-cb8f5ffe0c6f
variable-096e3c41-aba9-e979-277d-482de4374333,Transparent,--transparent,raw/mcp/styles-detail.json,,.banner-section.hero,background-color,"{""id"": ""variable-096e3c41-aba9-e979-277d-482de4374333""}",,base,,,,extracted,,502e717e-6870-a4bc-00aa-0f9441d13e7c
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.bulet.link-bulet,color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,0328291e-dc1f-0107-37ec-29a99ae12111
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/mcp/styles-detail.json,,.icon-embed-xxsmall.bijeli,color,"{""id"": ""variable-42628c23-e7e6-e965-dc67-74f46506df43""}",,base,,,,extracted,,9201ec30-44d5-13b2-4752-2f0b970cf2c2
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.medjunaslov-h3.bold,color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,3998c1c1-af1f-2a10-bd53-db31c25b8565
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.gumb-vise,border-top-color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,696a51c4-dafc-9145-bbed-cbdc5cbc67bb
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.gumb-vise,border-right-color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,696a51c4-dafc-9145-bbed-cbdc5cbc67bb
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.gumb-vise,border-bottom-color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,696a51c4-dafc-9145-bbed-cbdc5cbc67bb
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.gumb-vise,border-left-color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,696a51c4-dafc-9145-bbed-cbdc5cbc67bb
variable-1409a02f-5e45-fc0b-413b-160f609caa56,tamana-call,--tamana-call,raw/mcp/styles-detail.json,,.gumb-vise,background-color,"{""id"": ""variable-1409a02f-5e45-fc0b-413b-160f609caa56""}",,base,,,,extracted,,696a51c4-dafc-9145-bbed-cbdc5cbc67bb
variable-42628c23-e7e6-e965-dc67-74f46506df43,Bijela,--bijela,raw/mcp/styles-detail.json,,.gumb-vise,color,"{""id"": ""variable-42628c23-e7e6-e965-dc67-74f46506df43""}",,base,,,,extracted,,696a51c4-dafc-9145-bbed-cbdc5cbc67bb
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/mcp/styles-detail.json,,.ikona-bullet-large,color,"{""id"": ""variable-636803fe-8821-1ae5-1950-9634a6a61fbc""}",,base,,,,extracted,,2bf4dd84-0694-dbd3-c624-8a7964e32e4b
variable-b5706ac6-958b-58c2-4db2-ec8832f33e78,pozadina,--pozadina,raw/mcp/styles-detail.json,,.nadnaslov.bijeli,color,"{""id"": ""variable-b5706ac6-958b-58c2-4db2-ec8832f33e78""}",,base,,,,extracted,,c032deee-7b68-1d62-2db8-487362ab7a62
variable-636803fe-8821-1ae5-1950-9634a6a61fbc,svijetla-call,--svijetla-call,raw/mcp/styles-detail.json,,.ikona-bullet,color,"{""id"": ""variable-636803fe-8821-1ae5-1950-9634a6a61fbc""}",,base,,,,extracted,,58eca4d8-7aed-761a-9fa7-1712592398b6
