status,category,page,locale,node,text,source,href
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(3)>a:nth-of-type(1),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba898.html,mailto:it@dentvitalis.com?subject=Appuntamento%20per%20la%20prima%20visita
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(4)>a:nth-of-type(1),+385 91 110 0523​,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:+385911100523​
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(3)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(1),800 824 634,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:800824634
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(3)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(1),+385 51 688 381,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:+38551688381
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(3)>div:nth-of-type(1)>div:nth-of-type(3)>a:nth-of-type(1),booking@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba898.html,mailto:booking@dentvitalis.com?subject=Appuntamenti%20per%20i%20pazienti%20che%20stanno%20seguendo%20il%20trattamento
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(3)>div:nth-of-type(1)>div:nth-of-type(4)>a:nth-of-type(1),+385 91 912 2071,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:+385919122071
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(1),+385 51 37 1064,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:+38551371064
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba898.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:800174206
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba898.html,tel:+38551688380
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba898.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/contatti,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba898.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/faq,it,wf:2ca746b2-65d4-3dd3-3ea8-c688b597a256,"Qui troverai le risposte alle domande più frequenti. Per qualsiasi ulteriore informazione, contattaci senza esitazione al Numero Verde 800 174 206 o inviaci una richiesta: saremo felici di aiutarti!",raw/published/html/695e1eeeb10c5fb8eeaba897.html,
extracted,contact,/faq,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba897.html,
extracted,contact,/faq,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba897.html,
extracted,contact-or-sedation-link,/faq,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba897.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/faq,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba897.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/faq,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba897.html,tel:800174206
extracted,contact-or-sedation-link,/faq,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba897.html,tel:+38551688380
extracted,contact-or-sedation-link,/faq,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba897.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/faq,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba897.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/domande-e-risposte,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba896.html,
extracted,contact,/domande-e-risposte,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba896.html,
extracted,contact-or-sedation-link,/domande-e-risposte,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba896.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/domande-e-risposte,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba896.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/domande-e-risposte,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba896.html,tel:800174206
extracted,contact-or-sedation-link,/domande-e-risposte,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba896.html,tel:+38551688380
extracted,contact-or-sedation-link,/domande-e-risposte,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba896.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/domande-e-risposte,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba896.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1),0 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2),2.990 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(3)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2),4.990 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2),250 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(5)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2),220 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(6)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2),319 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(7)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2),119 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,price,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(4)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(8)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(2),420 €,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,contact,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,contact,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba894.html,
extracted,contact-or-sedation-link,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba894.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba894.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba894.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba894.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba894.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni/listino-prezzi,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba894.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/informazioni/garanzie,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba893.html,
extracted,contact,/informazioni/garanzie,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba893.html,
extracted,contact-or-sedation-link,/informazioni/garanzie,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba893.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/garanzie,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba893.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/garanzie,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba893.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni/garanzie,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba893.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni/garanzie,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba893.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni/garanzie,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba893.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba892.html,
extracted,contact,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba892.html,
extracted,contact-or-sedation-link,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba892.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba892.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba892.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba892.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba892.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni/pagamento-flessibile,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba892.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba891.html,
extracted,contact,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba891.html,
extracted,contact-or-sedation-link,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba891.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba891.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba891.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba891.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba891.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni/tempi-del-trattamento,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba891.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba890.html,
extracted,contact,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba890.html,
extracted,contact-or-sedation-link,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>nav:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>a:nth-of-type(5), Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba890.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>a:nth-of-type(8),Sedazione cosciente,raw/published/html/695e1eeeb10c5fb8eeaba890.html,/prestazioni/sedazione-cosciente
extracted,contact-or-sedation-link,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba890.html,tel:800174206
extracted,contact-or-sedation-link,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(2),Tel. +385 51 688 380,raw/published/html/695e1eeeb10c5fb8eeaba890.html,tel:+38551688380
extracted,contact-or-sedation-link,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(3),it@dentvitalis.com,raw/published/html/695e1eeeb10c5fb8eeaba890.html,mailto:it@dentvitalis.com
extracted,contact-or-sedation-link,/informazioni/prima-visita-gratuita,it,dom:body:nth-of-type(1)>div:nth-of-type(5)>div:nth-of-type(1)>a:nth-of-type(1),Avvia chat su WhatsApp,raw/published/html/695e1eeeb10c5fb8eeaba890.html,https://api.whatsapp.com/send?phone=+ADDNUMBERHERE
extracted,contact,/prestazioni/sedazione-cosciente,it,dom:body:nth-of-type(1)>footer:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(8)>address:nth-of-type(1)>a:nth-of-type(1),Numero verde: 800 174 206,raw/published/html/695e1eeeb10c5fb8eeaba88e.html,
