literal_occurrences,exact_native_value_match,match_note,source,rule_id,selector,property,value,important,conditions,page_candidates,native_style,component_candidates,status,candidate_mapping_status
3,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-9673a4787cdc,.banner-card-2,border-right-width,1px,False,[],"[""/""]","[{""id"": ""56ae43c9-7ef2-332e-0823-017bd0b55f93"", ""name"": ""Banner Card 2"", ""isComboClass"": false}]",[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-18.css,css-0ce90a720fe3,.dv-file-upload .dv-file-upload-label,border-radius,4px,True,"[""screen and (min-width: 768px)""]","[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]",[],[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-18.css,css-779552efba54,.dv-file-upload .dv-file-upload-label,border-radius,4px,True,"[""screen and (max-width: 767px)""]","[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]",[],[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-28.css,css-a082e626cdeb,#dv-inquiry-modal .dv-inquiry-modal__close,border-radius,4px,False,[],[],[],[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-28.css,css-896ab7b6fe78,"#dv-inquiry-modal .home-2-form-text-field,
#dv-inquiry-modal .textarea",border-radius,4px,False,[],[],[],[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-28.css,css-55f74059808c,.dv-native-form .dv-file-label,border-radius,4px,False,[],[],[],[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-28.css,css-b2b6634ff4ac,.dv-native-form .dv-native-form__message,border-radius,4px,False,[],[],[],[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-28.css,css-461464b12b74,#dv-inquiry-modal .dv-file-upload-label,border-radius,4px,False,[],[],[],[],extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-32.css,css-197810a51c09,.dv-language-switcher-menu,border-radius,4px,False,[],"[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]","[{""id"": ""72f9a364-eaa5-0a68-7f7e-f429806c9057"", ""name"": ""dv-language-switcher-menu"", ""isComboClass"": false}]","[{""id"": ""114e4711-0fe3-9df0-602e-50b9eb2bc92b"", ""name"": ""Izbornik jezika""}]",extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-32.css,css-8874f7400d2b,.dv-language-mobile-adjacent-menu,border-radius,4px,False,[],"[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]","[{""id"": ""9b87e518-b282-b456-a2ea-fa8648a3ff2c"", ""name"": ""dv-language-mobile-adjacent-menu"", ""isComboClass"": false}]","[{""id"": ""82b2ce1d-fc74-8408-a46c-893c2f6ef824"", ""name"": ""navigacija""}]",extracted,derived
10,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-ea78ad945c75,.dv-file-upload-label,border-radius,4px,False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""e49a916b-be73-36f5-a074-d51188bedde8"", ""name"": ""DV File Upload Label"", ""isComboClass"": false}]","[{""id"": ""b3f8e1d2-757e-d6a0-6dbb-b11ab1a23dc2"", ""name"": ""Section Contatti""}]",extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-18.css,css-ee72997ddfd2,.dv-file-upload .dv-file-upload-hint,min-height,0,True,"[""screen and (min-width: 768px)""]","[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]",[],[],extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-18.css,css-689dac72846f,.dv-file-upload .dv-file-upload-hint,min-height,0,True,"[""screen and (max-width: 767px)""]","[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]",[],[],extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/6a8d7da585ba860c0b521829-style-43.css,css-a3d66ce1aab9,.zaglavlje-detaljna,min-height,0,False,[],"[""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti""]","[{""id"": ""b1559687-d937-10db-df32-9aea39ac7ae0"", ""name"": ""Zaglavlje detaljna"", ""isComboClass"": false}]","[{""id"": ""9451505b-5015-c534-40e8-5413c82b759b"", ""name"": ""Zaglavlje detaljna""}]",extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/6a8d7da585ba860c0b521829-style-43.css,css-9bc13053cae1,".zaglavlje-detaljna .container-wrapper-4,
.zaglavlje-detaljna .inner-banner",min-height,0,False,[],"[""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti""]",[],[],extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/6a8d7da585ba860c0b521829-style-43.css,css-67de91f78c4b,.zaglavlje-detaljna .inner-banner-text-wrap.career-collection-list-wrapper,min-height,0,False,[],"[""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti""]",[],[],extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-44c83ebf89fb,.dv-directory__media-1,min-height,0,False,[],[],"[{""id"": ""a01d0eb9-0b33-5ed9-bb60-7e1929234367"", ""name"": ""dv-directory__media-1"", ""isComboClass"": false}]",[],extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-40647b6aa293,.directory-header-blue,min-height,0,False,[],[],"[{""id"": ""af5853d8-f0b3-de96-55bb-f22178b6e3fa"", ""name"": ""Directory header blue"", ""isComboClass"": false}]",[],extracted,derived
8,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-5bc4387bcc54,.dv-directory-header,min-height,0,False,[],[],"[{""id"": ""5d97741a-6529-4862-7700-ee3b1bf0d0b1"", ""name"": ""dv-directory-header"", ""isComboClass"": false}]",[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-18.css,css-ee72997ddfd2,.dv-file-upload .dv-file-upload-hint,height,auto,True,"[""screen and (min-width: 768px)""]","[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]",[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-18.css,css-689dac72846f,.dv-file-upload .dv-file-upload-hint,height,auto,True,"[""screen and (max-width: 767px)""]","[""/"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/su-di-noi/i-nostri-specialisti"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/prestazioni/sedazione-cosciente"", ""/informazioni/prima-visita-gratuita"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/pagamento-flessibile"", ""/informazioni/garanzie"", ""/informazioni/listino-prezzi"", ""/domande-e-risposte"", ""/faq"", ""/contatti"", ""/testimonianze"", ""/informazioni/alloggio"", ""/informazioni/trasporto"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti"", ""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy""]",[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-28.css,css-514d13fe4cd9,#dv-inquiry-modal .gumb-vise .primary-button-left-block,height,auto,False,[],[],[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/695e1eeeb10c5fb8eeaba87c-style-28.css,css-a6220c135d50,#dv-inquiry-modal .gumb-vise .primary-button-right-block,height,auto,False,[],[],[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/6a8d7da585ba860c0b521829-style-43.css,css-a3d66ce1aab9,.zaglavlje-detaljna,height,auto,False,[],"[""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti""]","[{""id"": ""b1559687-d937-10db-df32-9aea39ac7ae0"", ""name"": ""Zaglavlje detaljna"", ""isComboClass"": false}]","[{""id"": ""9451505b-5015-c534-40e8-5413c82b759b"", ""name"": ""Zaglavlje detaljna""}]",extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/6a8d7da585ba860c0b521829-style-43.css,css-9bc13053cae1,".zaglavlje-detaljna .container-wrapper-4,
.zaglavlje-detaljna .inner-banner",height,auto,False,[],"[""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti""]",[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/inline/6a8d7da585ba860c0b521829-style-43.css,css-67de91f78c4b,.zaglavlje-detaljna .inner-banner-text-wrap.career-collection-list-wrapper,height,auto,False,[],"[""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni-per-pazienti""]",[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-5113b61801c4,"input[type=""number""]::-webkit-inner-spin-button, input[type=""number""]::-webkit-outer-spin-button",height,auto,False,[],[],[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-19e8f279adb9,.w-webflow-badge,height,auto,True,[],[],[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-eba19736677f,"textarea.w-input, textarea.w-select",height,auto,False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]",[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-9431590ee47a,.w-select[multiple],height,auto,False,[],[],[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-2888f7ef392b,.w-file-remove-link,height,auto,False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]",[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-4799d2962f00,.w-slider-nav.w-num > div,height,auto,False,[],[],[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-2f0020a02de8,.w-lightbox-img,height,auto,False,[],[],[],[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-c28938e3f949,.footer-block,height,auto,False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti"", ""/""]","[{""id"": ""9e54e6e5-a3e8-624b-edfe-856c1cd54fac"", ""name"": ""Footer Block"", ""isComboClass"": false}]","[{""id"": ""cdb4010a-fc4d-930a-8493-bc7524d3344d"", ""name"": ""Footer""}]",extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-f283ebc87b80,.sadrzaji-usluge,height,auto,False,[],"[""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""7bb17448-1b6f-a392-dde0-c79a43dcde52"", ""name"": ""Sadrzaji usluge"", ""isComboClass"": false}]",[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-9ad7e93d7697,.podstranice-sidebar,height,auto,False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti""]","[{""id"": ""2079a103-7979-d9cb-44e3-6096ea3df2a9"", ""name"": ""Podstranice sidebar"", ""isComboClass"": false}]","[{""id"": ""12779da6-57f4-1edc-0b0f-c14d7c69e8c1"", ""name"": ""sidebar""}, {""id"": ""01415f8e-f1dc-065f-6696-5928ab24121b"", ""name"": ""Sidebar informazioni""}, {""id"": ""735f2c84-7518-48f7-693c-0197067ecaaf"", ""name"": ""sidebar Prestazioni""}]",extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-c8220029464d,.breadcrumb-conteiner,height,auto,False,[],"[""/condizioni-di-utilizzo"", ""/informativa-sulla-privacy"", ""/informazioni-per-pazienti"", ""/chi-siamo"", ""/prestazioni-dentali"", ""/informazioni/trasporto"", ""/informazioni/alloggio"", ""/testimonianze"", ""/contatti"", ""/faq"", ""/domande-e-risposte"", ""/informazioni/listino-prezzi"", ""/informazioni/garanzie"", ""/informazioni/pagamento-flessibile"", ""/informazioni/tempi-del-trattamento"", ""/informazioni/prima-visita-gratuita"", ""/prestazioni/sedazione-cosciente"", ""/su-di-noi/impianti-di-nuova-generazione"", ""/su-di-noi/materiali-e-apparecchiature"", ""/su-di-noi/laboratorio-odontotecnico"", ""/su-di-noi/come-raggiungerci"", ""/su-di-noi/tutto-in-un-unico-luogo"", ""/su-di-noi/i-nostri-specialisti"", ""/prestazioni/corone-faccette-ponti-e-protesi"", ""/prestazioni/sbiancamento-dei-denti"", ""/prestazioni/premium-ponte-fisso-su-impianti"", ""/prestazioni/protesi-definitiva-ancorata-su-4-impianti""]","[{""id"": ""0f2c126f-bb91-c8b3-44ca-a08aee18d429"", ""name"": ""Breadcrumb conteiner"", ""isComboClass"": false}]","[{""id"": ""f3f8c56e-d796-023f-a4b1-8dfd0576aa9e"", ""name"": ""Breadcrumb""}]",extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-531aa0995298,.google-zvjezdice-2,height,auto,False,[],"[""/testimonianze""]","[{""id"": ""b0789dab-7b7b-d15a-6b1f-984cdce58fa8"", ""name"": ""google zvjezdice 2"", ""isComboClass"": false}]",[],extracted,derived
29,,Exact original expression match only; no approximate color or unit equivalence asserted.,raw/published/resources/2ae2f8951fc8-dentvitalis33.shared.f8a4284a1.css,css-13c316151a85,.banner-section,height,auto,False,"[""screen and (max-width: 991px)""]","[""/""]","[{""id"": ""e6e85a02-c3d6-08eb-5df3-a2c1c099f1e9"", ""name"": ""Banner Section"", ""isComboClass"": false}]",[],extracted,derived
